serial,name,tag_l1,tag_l2,desc_len,description,desc_cn_len,rv,sig,total,reco_len,is_info_insufficient
#0244,永福康,消费品,纸尿裤,121,江苏永福康卫生用品科技有限公司创立于2002年，是成人护理领域的标杆品牌，深耕失禁护理、日常照护与康复辅助等场景，主打成人纸尿裤、护理垫等系列产品，构建研发、智能生产、品控与全域销售于一体的护理生态，为卧床及失禁长者提供有温度的康养护理产品。,112,36.6,0.55,5.5,73,0
#0873,Sugar.fit,食品营养,糖尿病,121,Sugar.fit（印度 Ragus Healthcare）是一款糖尿病逆转与肥胖管理 App，结合 CGM 连续血糖监测、医生/教练指导和 GLP-1 用药管理，以订阅制面向个人与雇主提供。亮点是把糖尿病管理做成可量化的'逆转'式数字疗程。,149,40.6,1.55,6.6,71,0
#0985,ONSCREEN,消费品/文娱社交,智能硬件/陪伴服务,121,ONSCREEN 是一家面向老年人的视频陪伴公司，提供接电视/平板的简易视频通话设备与 AI 伴侣'Joy'（含 JoyTV/JoyTablet 等），靠硬件销售与订阅营利。亮点是把视频通话做成老人无需操作即可用的'客厅伴侣'，降低数字鸿沟。,91,49.6,0.55,7.5,84,0
#0448,养老福祉圈,行业服务,资讯门户,122,养老福祉圈是上海国展展览中心有限公司（CHINA AID）运营的养老产业资讯新媒体（微信公众号chinaaidsh），每日分享福祉产业最新政策资讯、热门活动、项目案例及先锋人物，依托上海国际养老、辅具及康复医疗博览会（AID）面向行业专业人群。,22,24.6,0.55,3.8,80,0
#0623,Apree,行业服务,养老软件,122,由 Castlight（医疗导航）与 Vera Whole Health（进阶初级护理）于2022年合并而成的医疗科技公司，提供数据驱动的健康导航平台+进阶初级护理中心，服务含老年在内的风险人群，按价值医疗（VBC）模式运营。B2B 健康平台。,14,38.7,0.55,5.9,84,0
#0886,Transcarent,金融保险,保险,123,Transcarent 成立于2018年，总部位于美国旧金山，由Glen Tullman创立，是一家面向自保雇主与雇员的AI驱动医疗福利与就医导航平台，整合医疗、药房、手术、虚拟问诊、心理健康与慢病管理，致力于以AI降低医疗成本并改善员工就医体验,155,62.6,5.55,12.1,71,0
#0779,Meela,文娱社交,陪伴服务,124,Meela 是一家面向老年人的 AI 陪伴公司，既能按设定时间主动给独居老人打电话聊天（语音伴侣），也为养老社区提供 AI 运营策略工具 Meela ONE。商业模式为 B2B 软件订阅与面向家庭的陪伴服务，亮点是用 AI 语音缓解孤独并预警异常。,106,56.2,1.05,8.7,112,0
#0831,Rest Less,金融保险/文娱社交,金融理财/兴趣社群,124,Rest Less 成立于2018年，总部位于英国，是面向50岁以上人群的就业与生活数字社区，早期聚焦年龄友好型企业与中老年求职者的岗位匹配与职业培训，后扩展至理财养老、旅行、健康、社交与终身学习等全场景，拥有超百万会员，被称为英国银发综合生活平台,135,48.7,1.55,7.8,117,0
#0375,颐佳康,养老服务,养老机构,125,颐佳（颐佳康）是在国家民政部及北京市民政局指导下的连锁化社区与居家养老服务机构，依托智能化平台提供社区养老运营、居家上门照护、适老化评估改造及养老培训，已在北京、上海、宁波、成都等城市布局多家养老机构与超300家社区服务中心，服务会员老人超12万人。,26,39.7,0.55,6.1,77,0
#0393,去哪养老网,行业服务,养老信息平台,125,"去哪养老网（运营主体无锡老来福网络科技，后升级为优悠乐）是国内专业的""互联网+养老""服务平台，为老人及家属免费提供养老机构在线咨询、导航、预约、预订养老床位及养生度假基地服务，并通过机构管理小助手实现信息动态更新，2016年获薛鹤峰数千万元A轮融资。",15,42.7,0.55,6.5,73,0
#0439,厚福医疗,康复辅具,护理床,125,"厚福医疗装备有限公司（始创于1999年，总部湖北咸宁）是中国医疗病床/护理床行业龙头企业、国家专精特新""小巨人""企业，专注于医用护理床、电动ICU病床及养老照护设备的研发制造，产品应用于医院、养老院与家庭护理，国内1800余家医院使用、远销70余国。",11,41.6,0.55,6.3,120,0
#1435,惠州磐石养老服务有限公司,养老服务,康养地产,125,深惠磐石养老产业小镇位于美丽的巽寮湾畔，占地16000亩，建筑面积1200万平米，可承载老人30万。惠州磐石开创了独特的养老移民模式，立足惠州独特的资源禀赋，整合养老产业生产力要素，运用轻资产模式，打造了一个面向粤港澳地区的规模化的普惠养老产业基地。,7,39.6,0.55,5.9,83,0
#0401,百合佳缘,文娱社交,相亲,126,百合佳缘网络集团股份有限公司由百合网与世纪佳缘于2017年合并而成（2018年复星国际控股），是中国领先的互联网婚恋交友与婚嫁服务平台，累计注册用户超4亿、线下服务门店超150家，旗下含百合婚恋、恋爱记及情感咨询业务，并面向中老年群体提供相亲交友服务。,116,60.6,6.55,12.2,105,0
#0880,Thoughtful AI,行业服务,AI医疗,126,Thoughtful AI 是一家为医疗收入周期管理（RCM）提供 AI Agent 自动化的公司，用智能体处理理赔、核销与申诉等流程，按 SaaS 向医院与 billing 机构收费。亮点是用可替代重复性人工作业的 AI 员工降低运营成本、加快回款。,92,49.6,0.55,7.5,89,0
#0833,Rune Labs,康复辅具,可穿戴监测,127,Rune Labs 是一家精密神经科软件公司，其 StrivePD 通过 Apple Watch 等可穿戴设备追踪帕金森症状与运动数据，已获 FDA 许可，向临床与药物试验机构提供数据与决策支持。亮点是把日常可穿戴数据转化为可用于诊疗和研究的神经标志物。,92,49.6,0.55,7.5,158,0
#0222,昱芝夕,消费品,个人护理,128,昱芝夕是上海夕昱商贸有限公司2023年创立的中老年功效型个护品牌，专注服务40+中老年群体，核心团队来自欧莱雅、联合利华等，产品涵盖沐浴露、身体乳、护手霜、面霜等，针对皮肤干燥瘙痒、“老人味”等痛点，已入驻200多家养老院及养老机构，深耕银发个护细分赛道。,122,42.7,0.55,6.5,93,0
#0455,天佑安康,养老服务,CCRC,128,"天佑安康养老集团始创于2006年，总部位于北京（民政部社会福利中心），是以养老产业运营为核心的集团，业务涵盖养老机构连锁运营（天佑安康品牌）、养老产业咨询策划（欧英明德）、康养商学院培训、""走遍天下""旅居养老及中国养老研究院智库，定位为养老产业综合运营商。",24,29.6,0.55,4.5,76,0
#0677,Credo Health,行业服务,AI医疗,128,2020年成立、获525万美元融资的AI医疗SaaS商，专为Medicare Advantage风险调整(HCC/RAF)设计，PreDx可在就诊前生成完整病史摘要(94%病历回收率)，接入8.5万家医疗机构；差异在绕开人工抄录直接抓各机构病历做报销风控。,128,32.6,1.55,5.5,93,0
#0987,Discover Live,文娱社交,旅游,129,Discover Live 是一个面向老年人与不便出行人群的'直播云游'平台，由真人导览带观众实时虚拟游览全球景点，常与养老机构、老年事务机构合作（如纽约州老年事务办公室），按活动/机构收费。亮点是用实时直播把旅游体验带给行动受限的长者，兼具社交与认知刺激。,85,49.6,0.55,7.5,101,0
#0226,晶彩人生,文娱社交,兴趣社群/旅游/文娱,130,晶彩人生始创于2015年，从酒店场景切入中老年社交文娱，打造“聚会+酒店”模式，为中老年客户提供聚会、美拍、旅居、健身、终身学习等一站式社交空间，旗下“晶彩同城聚”提供当日往返主题聚会。全网粉丝超50万，年服务聚会客户约30万人次，是中老年聚会社交服务开拓者。,122,42.7,0.55,6.5,80,0
#0432,复星保德信颐养,养老服务,CCRC,133,复星保德信·星堡养老社区是复星康养旗下高端养老品牌（2012年创立），采用美式CCRC持续照料模式，在上海、北京等7大城市布局养老社区，依托复星大健康资源提供医疗闭环、智慧生活与代际融合服务，并通过复星保德信指定保险产品对接入住权益（总保费达150万可享保证入住）。,14,41.6,0.55,6.4,104,0
#0387,CareVoice,金融保险,保险科技,134,CareVoice 是一家总部位于上海/香港的保险科技公司（2014年成立），为健康与寿险公司提供 CareVoiceOS——一套基于API的数字化健康操作系统，覆盖症状分诊、医生查询、保单管理与理赔自动化，服务全球30余家保险公司，2024年完成千万美元级B轮融资。,137,47.6,2.55,8.2,72,0
#0161,安养帮,养老服务,养老机构,135,安养帮（anyang100.com，运营主体北京柯云网络科技）创办于2018年，是一家全国性养老信息服务平台，为老年家庭提供养老机构查询、养老顾问一对一咨询、入住协助与养老生活规划等一站式服务，已为超6.5万个家庭提供养老方案，覆盖全国数十城市的养老机构与居家养老服务。,79,38.7,0.55,5.8,75,0
#0230,智杰教育,养老服务,护工培训,135,成都市智杰教育咨询有限责任公司（智杰教育）成立于2013年，总部位于成都，是一家职业技能培训机构，主打护士资格、执业药师、养老护理员（病患陪护）、健康管理师、公共营养师等医学与健康类培训，并与华西公共卫生学院等合作开展医护人才培训及涉外就业派遣，直营机构遍布11个省市。,118,34.7,0.55,5.1,70,0
#0449,小咖云,行业服务,行业媒体/资讯门户,135,"小咖云（运营主体上海尚栖企业服务有限公司）是聚焦康养产业的创新创业综合服务平台，由康复辅具切入""医康护养工""全生态，承接进博会溢出效应，通过产业园、常年展馆及""会赛展馆园研融讯商普文创""十二大手段，为康养企业提供营商、产融与订单转化等服务，并运营上海康复辅助器具产业园。",24,28.7,0.55,4.4,85,0
#0431,太平梧桐人家,养老服务,CCRC,136,中国太平·梧桐人家（上海）是中国太平保险集团斥资约40亿元打造的旗舰型CCRC持续照料养老社区，位于上海浦东张江国际医学园区，占地284亩、可容纳约3500名长者，集活力公寓、颐养护理公寓、自建二级康复医院于一体，提供从自理到全护理的全周期医养服务，是保险系养老社区标杆。,13,41.6,0.55,6.4,159,0
#0668,Clara Home Care,养老服务,护工平台,136,Clara Home Care 是美国长者居家照护对接平台，通过算法和护理顾问将家庭匹配到经过背景核查、持证培训的居家照护人员，并提供 Clara Payroll 代缴薪酬与税费，相比中介节省约 20–40% 费用。服务覆盖美国主要都会区，强调 24 小时响应与快速到岗。,14,41.6,0.55,6.2,119,0
#0674,Compassus,养老服务,安宁疗护,136,Compassus 是美国全国性居家照护提供商，提供临终关怀(hospice)、居家医疗、居家输液与姑息治疗，持有 Medicare 认证，在 31 个州拥有 150+ 个服务机构。公司源于 1979 年的临终关怀业务，强调以患者住所为中心、由跨学科团队提供身心社灵照护。,17,36.6,0.55,5.5,121,0
#0725,Headway,养老服务,心理健康,136,"Headway 成立于2019年，是美国心理健康科技公司，搭建全美最大的""接受保险""治疗师与精神科医生网络，为患者按保险、专科、地区匹配并直接预约，同时为治疗师承担资质认证、保险理赔与结算等行政工作；截至2025年网络覆盖6.5万+持证服务提供者、促成超3000万次咨询。",150,64.7,4.55,11.8,114,0
#0215,斯维驰,康复辅具,轮椅,137,斯维驰健康科技源自德国母公司SWEMO GmbH（亚琛），2014年设立上海公司，专注电动轮椅、手动轮椅、老年代步车的研发与销售；江苏公司生产AI智能互联网电动轮椅、超轻便碳纤维轮椅、爬楼机等康复出行产品，产品通过多项国际国内认证并参与行业标准制定，面向全龄段行动不便人群。,128,36.6,0.55,5.5,74,0
#0216,方家铺子,食品营养,保健品,137,方家铺子始创于1906年，2024年获评“中华老字号”，是专注东方滋补食品的中式滋补品牌，主营药食同源、贵细滋补、有机食品、南北干货等，代表产品有燕窝、海参、花胶、虫草、桂圆等，连续7年蝉联京东滋补干货销量第一，并推出“AI+一人一方”个性化滋补方案，服务超2000万家庭。,147,36.6,0.55,5.5,99,0
#0224,普健济康,投资机构,VC,137,上海普健济康众创空间管理有限公司运营“895医疗健康孵化器暨普健济康医创基地”，由张江高科“895创业营”与HiMed医创空间联手打造，是垂直医疗健康孵化器，孵化方向涵盖智慧医疗（微创器械、可穿戴设备、医用机器人）与智慧养老（居家养老、康复护理），并提供天使投资与创业陪练。,140,27.7,0.55,4.2,141,0
