name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel,国家地区,简介,原分类category_l1,原分类category_l2
The Joy Club,,文娱社交,文娱,B2C,服务商,线下,海外,英国面向50+人群的会员制俱乐部，组织线下活动、课程与社群，对抗老年孤独。,老年文娱,会员俱乐部
WellSky,,智能科技,照护系统,B2B,服务商,,海外,post-acute与家庭护理领域头部SaaS与数据分析平台，连接机构、支付方与家庭，优化照护交付。,养老服务,照护运营SaaS
AlayaCare,,养老服务;智能科技,居家护理;照护系统,B2B,服务商,,海外,加拿大居家与社区护理SaaS平台，整合临床、排班、远程监测与家庭端，提升居家养老运营效率。,养老服务,居家照护SaaS
CareMerge,,智能科技,照护系统,B2B,平台,,海外,面向养老社区与Life Plan社区的运营平台，打通居民参与、家庭沟通与合规文档。,养老照护平台,养老机构SaaS
OnShift,,智能科技,照护系统,B2B,服务商,,海外,面向老年护理与长期照护机构的人力资源与排班SaaS，缓解照护人力短缺。,养老服务,人力资源SaaS
ClearCare,,养老服务;智能科技,居家护理;照护系统,B2B,服务商,,海外,家庭护理机构运营SaaS（已被WellSky收购），提供排班、计费与家庭门户。,养老服务,居家照护SaaS
Medflyt,,养老服务;智能科技,居家护理;护理平台;照护系统,B2B,服务商,,海外,面向家庭护理机构的排班与合规自动化平台，连接护理员与班次需求。,养老服务,居家照护匹配
CareJoy,,养老服务,居家护理,B2B,服务商,,海外,家庭护理机构运营平台，提供排班、计费、合规与家庭沟通一体化方案。,养老服务,居家照护运营
Hometeam,,养老服务;消费品,居家护理;智能硬件,B2B+B2C,平台,线上,海外,将技术平台与人力结合的家庭护理公司，用自研APP提升护理协调与家属可视性。,养老服务,居家照护
Clover Health,,金融保险,产业资本;保险,B2B+B2C,服务商,,海外,以技术驱动的Medicare Advantage健康险公司（NASDAQ:CLOV），用Clover Assistant赋能医生决策。,养老金融,医疗保险计划
Alignment Health,,金融保险,产业资本;保险,B2B+B2C,服务商,,海外,以人为中心的Medicare Advantage健康险公司（NASDAQ:ALHC），强调慢病管理与个性化照护。,养老金融,医疗保险计划
CareMax,,金融保险,保险,B2B+B2C,服务商,,海外,为Medicare受益人与复杂慢病人群提供综合医疗与养老关怀服务的上市公司（NASDAQ:CMAX）。,养老金融,医疗保险+诊所
Retro Biosciences,,智能科技,长寿科技,B2B,制造商(药),,海外,长寿生物科技公司，聚焦细胞重编程（ reprogramming）延长健康寿命，2023年完成1.8亿美元融资。,长寿科技/生物医药,细胞重编程
Life Biosciences,,智能科技,长寿科技,B2B,制造商(药),,海外,专注衰老干预（包括休眠神经元重激活等）的长寿生物科技公司，曾获多轮融资。,长寿科技/生物医药,衰老干预
Idoven,,医疗健康,健康监测,B2B+B2C,技术服务商,,海外,用AI解读心电图的可穿戴心电监测公司，提前发现房颤等老年高发心血管风险。,长寿科技/生物医药,AI心电
InsideTracker,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,,海外,通过血液生物标志物+AI提供个性化健康与长寿建议的消费级平台。,长寿科技/生物医药,血液生物标志
Function Health,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,,海外,提供100+项指标年度体检与趋势追踪的会员制健康平台，面向 longevity 人群。,长寿科技/生物医药,全面体检
Prenuvo,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,,海外,提供30分钟无痛全身MRI早筛的连锁服务，面向高支付力健康与长寿人群。,长寿科技/生物医药,全身MRI
Elysium Health,,智能科技;食品营养,营养食品;长寿科技,B2C,服务商,,海外,将长寿科研转化为消费级补剂（如NAD+前体Basis）的公司，与MIT等研究机构合作。,长寿科技/生物医药,补剂
Peppy,,医疗健康,女性健康服务,B2B,服务商,,海外,英国雇主更年期与女性健康福利平台，为职场女性提供专家支持，覆盖围绝经期。,健康服务,更年期健康
Stella,,医疗健康,女性健康服务,B2B+B2C,服务商,,海外,面向更年期女性的数字健康平台，提供症状评估、专家咨询与个性化管理方案。,健康服务,更年期健康
Kinesense,,医疗健康;智能科技,AI科技;健康监测,B2B,服务商,,海外,通过AI视频分析步态与活动模式，早期预测跌倒风险，用于养老机构与医院。,健康服务,步态分析
Cartken,,智能科技,机器人,B2B,服务商,,海外,自主配送机器人公司，可将餐食、药品等送达养老机构与社区老人，缓解人力短缺。,养老机器人,配送机器人
WalkJoy,,医疗健康,健康监测,B2B+B2C,制造商(硬件/设备),,海外,通过可穿戴设备提供实时步态反馈与训练，改善老人平衡、降低跌倒风险。,康复设备,步态训练
Kraydel,,医疗健康,健康监测;远程医疗,B2B,服务商,,海外,英国养老远程监测公司，用非侵入式传感器监测老人在家安全与日常活动异常。,健康服务,远程监测
Tunstall,,医疗健康,远程医疗,B2B,服务商,,海外,英国老牌远程照护（telecare）与紧急呼叫服务商，为大量老年与脆弱人群提供24/7监测。,健康服务,远程照护
Lifted,,医疗健康;智能科技,AI科技;健康监测;远程医疗,B2B,技术服务商,,海外,英国AI养老监测公司，用非穿戴传感器识别跌倒、离床等异常并告警家属/护理方。,健康服务,远程监测
Capsule,,医疗健康,医疗器械,B2B+B2C,服务商,,海外,以技术驱动的连锁药房，提供当日送药与用药管理，便利居家老人慢病用药。,健康服务,药品配送
EllieGrid,,消费品,智能硬件,B2C,服务商,线上,海外,智能药盒公司，通过APP提醒与色彩编码帮助老人按时按量服药。,健康服务,智能药盒
PharmAdva,,消费品,智能硬件,B2B+B2C,服务商,,海外,为长期用药老人提供按次预分包（pill packaging）与配送的服务，降低错服漏服。,健康服务,用药管理
Mom's Meals,,医疗健康;食品营养,医疗器械;慢病管理;营养食品,B2B+B2C,服务商,,海外,面向慢病与居家老人的医疗定制餐食配送公司，可对接医保/医疗计划。,健康食品,病炊配送
Silver Cuisine,,食品营养,营养食品,B2C,服务商,,海外,bistroMD旗下针对50+人群的定制膳食订阅服务，按营养需求配送。,健康食品,老年膳食
Magic Kitchen,,食品营养,营养食品,B2C,服务商,,海外,提供适合老人（低脂/软食/疾病特定）的冷冻餐配送公司。,健康食品,老年膳食
Kate Farms,,食品营养,营养食品,B2B+B2C,制造商(消费品),,海外,植物基医学营养（医用营养品）公司，为吞咽/营养障碍人群提供管饲与口服营养。,健康食品,医学营养
Solace,,医疗健康;金融保险,临终关怀;健康管理;养老金融,B2B+B2C,服务商,,海外,医疗福利导航平台，帮用户梳理保险、找到合适医疗资源，含复杂慢病与临终关怀协调。,健康服务,福利导航
Butlr,,医疗健康,健康监测,B2B,技术服务商,,海外,用热传感（thermal）实现非接触式存在/跌倒/睡眠监测的AI平台，保护隐私，适用于养老场景。,适老科技,非接触传感
Lotus,,医疗健康,女性健康服务,B2B+B2C,服务商,,海外,面向女性全生命周期（含围绝经期）的数字健康公司，获1843 Capital等投资。,健康服务,女性健康
Guaranteed,,金融保险,养老金融,B2B+B2C,服务商,,海外,面向老年人的退休理财与年金咨询平台，帮助规划退休收入，获Cake Ventures投资。,养老金融,退休理财
Bright,,金融保险,养老金融,B2B+B2C,服务商,,海外,退休收入与理财规划平台，帮助临近退休人群优化储蓄与支出，获Cake Ventures投资。,养老金融,退休理财
Bluecrest,,医疗健康,健康监测,B2C,服务商,,海外,英国平价健康筛查与体检公司，为成人（含老人）提供常规指标检测与风险预警。,健康服务,健康筛查
Hometouch,,养老服务,居家护理,B2B+B2C,平台,,海外,英国居家照护平台，直接雇佣并培训护理员，提供透明定价的居家养老护理。,养老服务,居家照护
SuperCarers,,养老服务,居家护理;护理平台,B2B+B2C,服务商,,海外,英国居家照护匹配平台，连接家庭与经过审核的护理员，并提供管理工具。,养老服务,居家照护匹配
Portever,,养老服务,养老社区,B2B+B2C,平台,,海外,海外养老社区与退休生活运营商，提供持续照料退休社区（CCRC）模式。,养老地产,养老社区
Person Centred Software,,智能科技,照护系统,B2B,服务商,,海外,英国养老照护记录（mCare）SaaS，用移动端简化护理记录与合规，覆盖大量养老机构。,养老照护平台,照护记录
Mayden,,医疗健康,健康监测,B2B,服务商,,海外,英国心理健康与护理SaaS公司，提供电子健康记录系统（如iaptus），覆盖老年心理照护。,健康服务,健康记录
Oomph! Wellness,,医疗健康,健康管理,B2B,服务商,,海外,英国为养老机构提供活力康养（wellbeing）活动与训练的公司，提升入住老人身心活跃度。,老年文娱,活力康养
CareVision,,文娱社交,文娱,B2B,服务商,,海外,英国养老照护平台，提供家庭门户、护理记录与运营工具，连接机构与家属。,养老照护平台,家庭沟通
Strolll,,医疗健康;精神健康,康复医疗;心理健康服务,B2B+B2C,服务商,,海外,用增强现实（AR）眼镜为神经疾病（帕金森、卒中）患者提供居家神经康复训练，2025年3月完成1220万欧元融资。,康复设备,AR神经康复
Kaia Health,,医疗健康,康复医疗,B2B+B2C,服务商,线上,海外,数字肌肉骨骼与慢病康复APP，提供AI-guided 运动治疗，用于老年背痛与慢性疼痛管理。,康复设备,数字康复
星纵物联,星纵物联,医疗健康,健康监测,B2B,服务商,,国内,物联网传感企业（Milesight），推出LoRaWAN雷达跌倒检测传感器，用于养老机构与居家非接触式跌倒/离床监测。,智能硬件,毫米波传感
Medical Guardian,,医疗健康,健康监测,B2C,服务商,,海外,美国较大的家用医疗警报与跌倒监测服务商，提供多种紧急呼叫与活动监测方案。,养老用品,医疗警报
MobileHelp,,医疗健康,健康监测,B2C,服务商,,海外,提供带GPS的家用与移动医疗警报系统，服务居家与户外老人的紧急呼叫需求。,养老用品,医疗警报
TytoCare,,医疗健康,远程医疗,B2B+B2C,平台,,海外,提供家用远程体检设备与平台，老人可在家完成听诊、体温、耳镜等检查并连线医生。,健康服务,远程检查
九安医疗,九安医疗,医疗健康,医疗器械,B2B+B2C,服务商,,国内,国内家用医疗与健康设备企业（深交所上市），以iHealth品牌布局血压、血糖等老年健康监测与海外数字健康。,康复设备,家用医疗
可孚医疗,可孚医疗,医疗健康,健康监测;医疗器械;康复医疗,B2B+B2C,制造商(硬件/设备),,国内,国内家用医疗器械企业（深交所上市），覆盖血压计、轮椅、护理床、康复辅具等适老家用产品。,康复设备,家用医疗
钛米机器人,钛米机器人,智能科技,机器人,B2B,服务商,,国内,医疗服务机器人公司（TMiRob），产品涵盖消毒、配送、巡检等机器人，可向养老机构与医养场景延伸。,养老机器人,医疗服务机器人
LOVOT,,文娱社交;智能科技;精神健康,心理健康服务;机器人;陪伴机器人,B2C,服务商,,海外,日本Groove X出品的情感陪伴机器人，以可爱外形与交互为独居老人与家庭提供情感陪伴。,陪伴机器人,陪伴机器人
PARO,,医疗健康;智能科技,机器人;认知症,B2B,服务商,,海外,日本产海豹型治疗机器人（AIST体系），广泛用于痴呆照护机构缓解焦虑、提升情绪。,陪伴机器人,治疗机器人
Temi,,智能科技,机器人,B2B+B2C,服务商,,海外,通用室内服务机器人（以色列Roboteam），兼具移动视频陪伴与智能助手功能，可用于老人居家。,陪伴机器人,服务机器人
Trust & Will,,医疗健康,临终关怀,B2C,服务商,,海外,在线遗嘱与信托设立平台，帮助家庭便捷完成遗产与临终法律安排。,养老金融,遗产规划
