serial,name,tag_l1,tag_l2,desc_len,desc_preview,desc_cn_len,desc_cn_preview,rv,sig,total,has_recommend,reco_len
#0006,共比邻,文娱社交,旅游,111,"共比邻（上海共比邻国际旅行社有限公司）成立于2021年，由饿了么联合创始人康嘉创立，是专为退休及活力银发人群提供旅游、聚会、演出与电商服务的O2O平台，主打""纯玩无购物""，累计用户超500万，2025",134,面向退休人群的聚会、旅游与社区电商平台。业务含一日聚、聚会游、跟团游和邻里生鲜电商，依托微信数十个「小管家」做重运营，并在社区开设线下小店串联旅游与电商。收入来自旅游团费、会员费及农特产品销售，会员贡,48.7,0.55,7.2,True,79
#0199,恒发,消费品,纸尿裤,111,恒发（疑为山东恒发卫生用品有限公司）主营成人护理用品，产品涵盖成人纸尿裤、拉拉裤及母婴护理系列，远销欧美，2025年上半年出口额超1000万美元。注：“恒发”亦为多家物业/商业管理公司名称，此处按银发,123,主营成人纸尿裤、拉拉裤及母婴护理用品的制造商，产品远销欧美市场，2025年上半年出口额超千万美元。收入来自B端外贸代工与海外品牌贴牌。与银发关联直接：成人失禁护理是老年刚需高频耗材，但企业以出口代工为,36.6,0.55,5.5,True,87
#0821,PeopleOne Health,养老服务,诊所,111,PeopleOne Health 是一家位于佛罗里达奥兰多的价值型基础医疗集团，以每月约 160 美元的会员费提供接近私人医生的便捷初级诊疗与慢病管理，并在社区设健康中心。亮点是用低价会员制+按价值付,132,面向雇主的价值医疗初级保健服务商，由企业全额付费为员工采购会员，员工享无自付、无免赔的线下+虚拟全科、慢病管理与预防服务。医生日均仅看约16人以保证时长，已在宾州与佛州运营9家社区健康中心。收入来自B,49.6,2.55,8.6,True,87
#0961,Arya Health,行业服务,养老软件,111,Arya Health 是一家为急性期后照护（居家护理/临终关怀）机构提供 AI 行政代理的公司，自动化排班、合规文档与招聘流程，按 SaaS 向机构收费。亮点是用 AI 替护理机构承担高重复的运营行,92,为急性期后照护机构（居家护理与临终关怀）提供AI行政代理的公司，自动化排班、合规文档与招聘流程，按SaaS向机构收费，亮点在替护理机构承担高重复的运营行政工作，缓解一线人手紧缺的压力。,49.6,0.55,7.5,True,91
#1111,Aerska,消费品,药品,111,生物科技公司，利用“脑 shuttle”技术将 RNA 药物系统性递送至大脑，开发针对阿尔茨海默病等 CNS 疾病的治疗手段。2026年2月完成3900万美元A轮，由 EQT Dementia Fun,209,Aerska是总部都柏林（研发在伦敦）的biotech，2025年10月从 stealth 浮出、完成2100万美元种子，2026年2月再获3900万美元A轮（EQT Dementia Fund、ag,45.6,0.55,7.0,True,114
#0123,友达颐康,行业服务/康复辅具,养老软件/紧急呼叫,112,友达颐康是台湾友达光电100%持有的智慧养老方案商，核心产品「爱可思康养综合平台」（iCaaS）提供智慧照护、健康促进、安全守护、智慧生活四大软硬整合方案。其方案含UWB定位、智能床垫、紧急呼救等，应,100,由面板大厂全资设立的智慧养老方案商，以iCaaS（爱可思）订阅式云平台为核心，软硬整合提供健康促进、安全守护、智慧生活三类方案，含UWB定位、智能床垫、毫米波跌倒侦测、紧急呼叫等，面向机构与社区居家。,40.7,0.55,6.3,True,87
#0529,美林证券，美国银行旗下,金融保险,金融理财,112,美林证券（Merrill Lynch，现属美国银行 Bank of America）是全球领先的投资银行与财富管理机构，为个人与机构客户提供证券经纪、资产管理与退休理财规划服务，是养老金融领域重要的退,19,面向全年龄段提供财富管理、退休规划服务,34.2,0.55,5.3,True,104
#0634,Beta Bionics,康复辅具,医疗器械,112,Beta Bionics（2015年成立，2025年纳斯达克上市BBNX募资约2.2亿美元）推出首款FDA批准的自动化胰岛素输送系统iLet，仅需输入体重即可自适应给药，差异化在把糖尿病管理做成傻瓜式,112,Beta Bionics（2015年成立，2025年纳斯达克上市BBNX募资约2.2亿美元）推出首款FDA批准的自动化胰岛素输送系统iLet，仅需输入体重即可自适应给药，差异化在把糖尿病管理做成傻瓜式,61.6,3.55,10.8,True,81
#1317,PointClickCare,行业服务,养老软件,112,面向长期照护与急性期后护理机构的云端软件平台，打通临床、财务与运营数据。成立于1995年，加拿大；累计融资约2.97亿加元；2026-05 扩展 AI 产品 Chart Advisor 至 senio,149,北美长期照护与急性期后护理云端EHR/SaaS厂商，连接3万多家机构与各大健康计划，提供电子病历与计费管理。2026年推出AI-native Advisor Suite覆盖病历/转诊/计费/MDS，并,65.6,5.55,12.4,True,94
#0041,颐养通,行业服务/养老服务,养老软件/适老化,113,颐养通是杭州爱讯科技（2014年成立）旗下品牌，定位养老数字化与智能化解决方案提供商，自研30+养老软件产品覆盖CCRC/机构/社区/居家/民政监管等业态。其自研养老物联网平台对接智能硬件超1000种,118,养老全业态数字化与物联网SaaS平台，提供覆盖机构、社区、居家、CCRC、医养等30余款软件产品，并自研物联网中台对接超1000种智能硬件。已服务太保家园、欧葆庭等3000多家康养机构、近百万长者，以,43.7,0.55,6.5,True,113
#0578,Tiger Global,投资机构,VC,113,Tiger Global Management 是一家总部位于纽约的全球投资管理机构（2001年成立），业务涵盖公开市场股票与私募股权/风险投资，长期投资互联网、软件、金融科技及医疗健康领域，亦参与多,11,风投机构，投资Papa,42.7,0.55,6.4,True,104
#0828,Redi Health,行业服务,养老软件,113,Redi Health 是一个数字化的患者支持平台，连接药企与患者，提供用药依从、福利查询与疾病管理工具，通过 B2B2C（向制药与支付方收费）模式运营，已完成 B 轮融资。亮点是把药企患者援助项目做,192,Redi Health是总部哥伦布的数字患者支持平台，2021年成立，连接制药企业、医疗机构与患者。其移动端把药企患者援助项目（PSP）数字化：用药提醒、症状追踪、品牌化健康教育、经济援助对接与入组，,45.6,2.55,7.9,True,111
#1464,长沙市芙蓉区后稷后食品商行,食品营养,养老膳食,113,"自有品牌～专为中老年群体甄选五谷九粮及性价比高的大健康产品。为连锁养老机构提供全品类养生食品。
【提供资源】自有品牌:后稷后、周敦颐、好几好三个商标的五谷杂粮、燕麦片、干果、养生酒等养生产品。
【需求",7,聚焦中医养生的,39.6,0.55,5.9,True,118
#0910,VyncaCare,养老服务,安宁疗护,114,2013年创立、获3000万美元融资的安宁疗护机构，由预先照护计划软件起家、2021收购Resolution Care，已交付超100万份计划覆盖全美50州，将居家舒缓疗护与增强照护管理打包按价值付费,114,2013年创立、获3000万美元融资的安宁疗护机构，由预先照护计划软件起家、2021收购Resolution Care，已交付超100万份计划覆盖全美50州，将居家舒缓疗护与增强照护管理打包按价值付费,47.6,2.55,8.2,True,140
#0984,Artifcts,文娱社交,文娱,114,Artifcts 是一款帮助用户为物件拍摄并留存背后故事与传承信息的 App，常用于长辈整理遗物、缩小住房和家族记忆保存，以个人订阅收费。亮点是把'断舍离'与代际传承变成可分享的数字档案（并非专属老年,86,帮用户为物件拍下背后故事与传承信息的App，常用于长辈整理遗物、缩小住房与家族记忆保存，以个人订阅收费，亮点在把断舍离变成可分享的数字档案，并非老年专属却深受银发用户使用。,49.6,0.55,7.5,True,73
#0108,凌晴翔,康复辅具/养老服务,助行器/适老化,115,广东凌晴翔健康科技（2011年成立，佛山）是医疗康复器材研发制造企业，旗下「好步」品牌主营助行器、拐杖（带灯收音机拐杖等）、卫浴扶手、坐便椅、起身助力器等老年康复辅具。其拥有Ⅱ类医用康复器械生产许可与,135,以“好步”品牌生产老年康复辅具，产品含助行器、带灯收音机拐杖、卫浴扶手、坐便椅与起身助力器等，具备Ⅱ类医疗器械资质并拥有约6万平方米生产基地，部分产品出口海外。通过B端养老机构、康复用品渠道与C端个人,41.6,0.55,6.2,True,71
#0118,南京携才,养老服务,居家护理/家政,115,南京携才居家养老服务中心（2016年成立）是民办非企业居家养老服务机构，提供助餐/助洁/助浴/助急/助乐「五助」、配餐（8家中心厨房）、家政、康复理疗与老年代购。其全市设112个服务点、签约床位500,102,南京居家养老服务中心(民办非企业)，以“五助”(助餐/洁/浴/急/乐)为核心并延伸配餐、康复、机构养老与老年教育，全市112个服务点、8家中心厨房覆盖5区20街道80社区。收入来自政府购买服务与个人自,38.7,0.55,5.8,True,95
#0611,Age Bold,文娱社交,健身,115,Age Bold（2020年成立，累计融资约2700万美元）提供专为老人设计的在线防跌倒锻炼课程，已接入UnitedHealthcare等Medicare Advantage覆盖千万级会员，差异化在',115,Age Bold（2020年成立，累计融资约2700万美元）提供专为老人设计的在线防跌倒锻炼课程，已接入UnitedHealthcare等Medicare Advantage覆盖千万级会员，差异化在',48.7,2.55,8.4,True,80
#1116,新双派,康复辅具,轮椅/助行器,115,专注智能助行轮椅的银发硬件公司，主打碳纤维一体压铸智能助行轮椅，支持免弯腰自动折叠，兼顾轻量化与智能化，曾获美国 MUSE 设计金奖，走高端差异化路线。本轮融资将重点用于 AI 与大模型融合升级为“智,10,B2C 银发辅具硬件,38.1,0.55,6.0,True,123
#0327,若创科技,康复辅具,轮椅,116,深圳若创科技（RoboSpectra/STRUTT）由前大疆激光雷达业务负责人洪小平2023年创立，做具身智能个人出行载具，2025年底在旧金山发布搭载车规级激光雷达的智能电动轮椅STRUTT ev¹,114,若创科技（RoboSpectra/STRUTT）由前大疆激光雷达业务负责人洪小平2023年创立，做具身智能个人出行载具，2025年底在旧金山发布搭载车规级激光雷达的智能电动轮椅STRUTT ev1，获,45.6,0.55,7.0,True,85
#0765,Linus Health,养老服务,认知筛查,116,Linus Health 是一家 AI 数字认知评估公司，通过平板上的认知任务及早发现阿尔茨海默病等认知障碍，产品已获 FDA 注册，向医疗机构与健康计划以 SaaS 方式销售。亮点是把认知筛查嵌入常,18,B2B/B2C 认知症早筛与数字健康,41.6,0.55,6.2,True,101
#0913,Welbi,行业服务,养老软件,116,Welbi 是一款面向养老社区的入住长者参与（resident engagement）AI 平台，自动编排活动、匹配同伴并对接 EHR 电子健康档案，按机构订阅收费。亮点是用 AI 把日常活动与社交参,17,B2B/B2C 养老社区/机构运营,32.6,0.55,5.0,True,91
